Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather
IAD,"Washington, DC: Washington Dulles International",Mar-13,3,March,2013,342,518,296,1,20
IAH,"Houston, TX: George Bush Intercontinental/Houston",Mar-13,3,March,2013,615,1267,607,4,52
JFK,"New York, NY: John F. Kennedy International",Mar-13,3,March,2013,438,633,933,3,34
LAS,"Las Vegas, NV: McCarran International",Mar-13,3,March,2013,576,846,401,5,28
LAX,"Los Angeles, CA: Los Angeles International",Mar-13,3,March,2013,834,1353,833,8,96
LGA,"New York, NY: LaGuardia",Mar-13,3,March,2013,382,524,1040,1,60
MCO,"Orlando, FL: Orlando International",Mar-13,3,March,2013,629,728,914,5,63
MDW,"Chicago, IL: Chicago Midway International",Mar-13,3,March,2013,336,653,328,5,64
MIA,"Miami, FL: Miami International",Mar-13,3,March,2013,343,423,453,1,47
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Mar-13,3,March,2013,452,665,876,2,79
ORD,"Chicago, IL: Chicago O'Hare International",Mar-13,3,March,2013,1057,2253,1747,8,86
PDX,"Portland, OR: Portland International",Mar-13,3,March,2013,216,246,140,4,11
PHL,"Philadelphia, PA: Philadelphia International",Mar-13,3,March,2013,372,377,763,2,53
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Mar-13,3,March,2013,608,833,524,9,25
SAN,"San Diego, CA: San Diego International",Mar-13,3,March,2013,349,460,248,3,37
SEA,"Seattle, WA: Seattle/Tacoma International",Mar-13,3,March,2013,385,416,467,2,26
SFO,"San Francisco, CA: San Francisco International",Mar-13,3,March,2013,607,936,1353,3,88
SLC,"Salt Lake City, UT: Salt Lake City International",Mar-13,3,March,2013,370,527,359,4,33
TPA,"Tampa, FL: Tampa International",Mar-13,3,March,2013,375,458,520,4,35
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Apr-13,4,April,2013,1216,2066,1957,5,142
BOS,"Boston, MA: Logan International",Apr-13,4,April,2013,498,720,554,2,34
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Apr-13,4,April,2013,375,651,387,2,41
CLT,"Charlotte, NC: Charlotte Douglas International",Apr-13,4,April,2013,485,724,783,5,45
DCA,"Washington, DC: Ronald Reagan Washington National",Apr-13,4,April,2013,340,422,517,3,43
DEN,"Denver, CO: Denver International",Apr-13,4,April,2013,829,1591,1732,14,163
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Apr-13,4,April,2013,1096,2611,1789,2,153
DTW,"Detroit, MI: Detroit Metro Wayne County",Apr-13,4,April,2013,495,873,717,6,86
EWR,"Newark, NJ: Newark Liberty International",Apr-13,4,April,2013,517,981,1710,4,66
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Apr-13,4,April,2013,418,477,756,3,30
IAD,"Washington, DC: Washington Dulles International",Apr-13,4,April,2013,276,601,293,2,24
IAH,"Houston, TX: George Bush Intercontinental/Houston",Apr-13,4,April,2013,738,1432,1217,1,78
JFK,"New York, NY: John F. Kennedy International",Apr-13,4,April,2013,454,693,942,3,51
LAS,"Las Vegas, NV: McCarran International",Apr-13,4,April,2013,587,1052,579,11,38
LAX,"Los Angeles, CA: Los Angeles International",Apr-13,4,April,2013,961,1376,1246,8,96
LGA,"New York, NY: LaGuardia",Apr-13,4,April,2013,406,680,1257,2,69
MCO,"Orlando, FL: Orlando International",Apr-13,4,April,2013,580,666,895,3,41
MDW,"Chicago, IL: Chicago Midway International",Apr-13,4,April,2013,337,681,360,5,85
MIA,"Miami, FL: Miami International",Apr-13,4,April,2013,374,581,572,2,39
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Apr-13,4,April,2013,538,730,656,3,92
ORD,"Chicago, IL: Chicago O'Hare International",Apr-13,4,April,2013,1118,2772,3077,3,126
PDX,"Portland, OR: Portland International",Apr-13,4,April,2013,252,297,218,3,6
PHL,"Philadelphia, PA: Philadelphia International",Apr-13,4,April,2013,341,354,617,2,36
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Apr-13,4,April,2013,571,898,693,10,30
SAN,"San Diego, CA: San Diego International",Apr-13,4,April,2013,407,578,309,4,21
SEA,"Seattle, WA: Seattle/Tacoma International",Apr-13,4,April,2013,422,457,515,5,29
SFO,"San Francisco, CA: San Francisco International",Apr-13,4,April,2013,640,1074,1880,4,79
SLC,"Salt Lake City, UT: Salt Lake City International",Apr-13,4,April,2013,330,495,452,4,20
TPA,"Tampa, FL: Tampa International",Apr-13,4,April,2013,388,433,438,2,24
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",May-13,5,May,2013,1252,2139,1958,9,123
BOS,"Boston, MA: Logan International",May-13,5,May,2013,510,582,862,3,52
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",May-13,5,May,2013,441,707,598,2,64
CLT,"Charlotte, NC: Charlotte Douglas International",May-13,5,May,2013,508,749,696,7,43
DCA,"Washington, DC: Ronald Reagan Washington National",May-13,5,May,2013,337,398,583,0,47
DEN,"Denver, CO: Denver International",May-13,5,May,2013,779,1389,1325,8,136
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",May-13,5,May,2013,966,2365,1551,4,153
DTW,"Detroit, MI: Detroit Metro Wayne County",May-13,5,May,2013,553,811,649,3,60
EWR,"Newark, NJ: Newark Liberty International",May-13,5,May,2013,539,901,1880,3,66
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",May-13,5,May,2013,315,346,350,3,23
IAD,"Washington, DC: Washington Dulles International",May-13,5,May,2013,362,586,526,1,56
IAH,"Houston, TX: George Bush Intercontinental/Houston",May-13,5,May,2013,689,1079,983,7,69
JFK,"New York, NY: John F. Kennedy International",May-13,5,May,2013,451,559,1560,2,87
LAS,"Las Vegas, NV: McCarran International",May-13,5,May,2013,533,823,540,1,61
LAX,"Los Angeles, CA: Los Angeles International",May-13,5,May,2013,870,1386,907,2,94
LGA,"New York, NY: LaGuardia",May-13,5,May,2013,350,542,1256,2,66
MCO,"Orlando, FL: Orlando International",May-13,5,May,2013,512,543,455,8,38
MDW,"Chicago, IL: Chicago Midway International",May-13,5,May,2013,390,705,397,7,67
MIA,"Miami, FL: Miami International",May-13,5,May,2013,346,475,345,2,38
MSP,"Minneapolis, MN: Minneapolis-St Paul International",May-13,5,May,2013,489,666,559,3,60
ORD,"Chicago, IL: Chicago O'Hare International",May-13,5,May,2013,1061,2592,2728,2,170
PDX,"Portland, OR: Portland International",May-13,5,May,2013,216,260,163,1,8
PHL,"Philadelphia, PA: Philadelphia International",May-13,5,May,2013,349,335,1085,3,62
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",May-13,5,May,2013,547,829,465,4,41
SAN,"San Diego, CA: San Diego International",May-13,5,May,2013,334,479,184,2,16
SEA,"Seattle, WA: Seattle/Tacoma International",May-13,5,May,2013,367,437,286,1,23
SFO,"San Francisco, CA: San Francisco International",May-13,5,May,2013,571,1037,1611,3,96
SLC,"Salt Lake City, UT: Salt Lake City International",May-13,5,May,2013,285,408,300,3,23
TPA,"Tampa, FL: Tampa International",May-13,5,May,2013,339,379,224,1,29
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Jun-13,6,June,2013,1870,3774,3410,7,415
BOS,"Boston, MA: Logan International",Jun-13,6,June,2013,676,1062,911,2,97
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Jun-13,6,June,2013,516,1060,746,7,156
CLT,"Charlotte, NC: Charlotte Douglas International",Jun-13,6,June,2013,709,1070,1156,9,165
DCA,"Washington, DC: Ronald Reagan Washington National",Jun-13,6,June,2013,367,521,744,1,71
DEN,"Denver, CO: Denver International",Jun-13,6,June,2013,1136,2082,1291,11,129
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Jun-13,6,June,2013,1203,3357,1385,7,333
DTW,"Detroit, MI: Detroit Metro Wayne County",Jun-13,6,June,2013,740,1411,842,3,144
EWR,"Newark, NJ: Newark Liberty International",Jun-13,6,June,2013,584,1107,1619,3,104
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Jun-13,6,June,2013,472,554,515,1,45
IAD,"Washington, DC: Washington Dulles International",Jun-13,6,June,2013,416,794,554,1,70
IAH,"Houston, TX: George Bush Intercontinental/Houston",Jun-13,6,June,2013,856,1754,866,1,143
JFK,"New York, NY: John F. Kennedy International",Jun-13,6,June,2013,515,849,1468,3,82
LAS,"Las Vegas, NV: McCarran International",Jun-13,6,June,2013,703,1227,492,12,66
LAX,"Los Angeles, CA: Los Angeles International",Jun-13,6,June,2013,1298,2030,1398,6,153
LGA,"New York, NY: LaGuardia",Jun-13,6,June,2013,459,711,1555,2,121
MCO,"Orlando, FL: Orlando International",Jun-13,6,June,2013,836,980,813,5,81
MDW,"Chicago, IL: Chicago Midway International",Jun-13,6,June,2013,481,943,674,9,117
MIA,"Miami, FL: Miami International",Jun-13,6,June,2013,382,633,473,1,79
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Jun-13,6,June,2013,688,1064,707,6,95
ORD,"Chicago, IL: Chicago O'Hare International",Jun-13,6,June,2013,1449,3969,2959,5,205
PDX,"Portland, OR: Portland International",Jun-13,6,June,2013,329,467,189,1,19
PHL,"Philadelphia, PA: Philadelphia International",Jun-13,6,June,2013,496,522,1120,3,120
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Jun-13,6,June,2013,830,1251,604,15,74
SAN,"San Diego, CA: San Diego International",Jun-13,6,June,2013,509,746,385,1,51
SEA,"Seattle, WA: Seattle/Tacoma International",Jun-13,6,June,2013,610,649,467,4,50
SFO,"San Francisco, CA: San Francisco International",Jun-13,6,June,2013,845,1367,2587,2,138
SLC,"Salt Lake City, UT: Salt Lake City International",Jun-13,6,June,2013,466,617,258,4,50
TPA,"Tampa, FL: Tampa International",Jun-13,6,June,2013,475,573,394,1,50
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Jul-13,7,July,2013,2089,3843,4467,6,423
BOS,"Boston, MA: Logan International",Jul-13,7,July,2013,725,1224,996,5,94
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Jul-13,7,July,2013,535,952,758,5,116
CLT,"Charlotte, NC: Charlotte Douglas International",Jul-13,7,July,2013,818,1093,1535,8,96
DCA,"Washington, DC: Ronald Reagan Washington National",Jul-13,7,July,2013,453,578,660,3,58
DEN,"Denver, CO: Denver International",Jul-13,7,July,2013,1141,1969,1585,11,125
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Jul-13,7,July,2013,1206,3053,1468,7,201
DTW,"Detroit, MI: Detroit Metro Wayne County",Jul-13,7,July,2013,781,1370,1030,3,139
EWR,"Newark, NJ: Newark Liberty International",Jul-13,7,July,2013,598,1056,1783,2,69
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Jul-13,7,July,2013,497,630,475,5,41
IAD,"Washington, DC: Washington Dulles International",Jul-13,7,July,2013,412,801,569,2,48
IAH,"Houston, TX: George Bush Intercontinental/Houston",Jul-13,7,July,2013,781,1401,839,3,94
JFK,"New York, NY: John F. Kennedy International",Jul-13,7,July,2013,604,1056,1703,6,89
LAS,"Las Vegas, NV: McCarran International",Jul-13,7,July,2013,696,1141,481,7,77
LAX,"Los Angeles, CA: Los Angeles International",Jul-13,7,July,2013,1269,2000,1259,5,127
LGA,"New York, NY: LaGuardia",Jul-13,7,July,2013,466,737,1530,0,98
MCO,"Orlando, FL: Orlando International",Jul-13,7,July,2013,794,1008,791,3,66
MDW,"Chicago, IL: Chicago Midway International",Jul-13,7,July,2013,420,825,574,9,63
MIA,"Miami, FL: Miami International",Jul-13,7,July,2013,398,683,461,2,62
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Jul-13,7,July,2013,738,973,472,1,62
ORD,"Chicago, IL: Chicago O'Hare International",Jul-13,7,July,2013,1327,3373,1914,4,151
PDX,"Portland, OR: Portland International",Jul-13,7,July,2013,338,456,180,2,22
PHL,"Philadelphia, PA: Philadelphia International",Jul-13,7,July,2013,468,538,1164,3,83
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Jul-13,7,July,2013,775,1091,605,7,61
SAN,"San Diego, CA: San Diego International",Jul-13,7,July,2013,489,706,281,3,30
SEA,"Seattle, WA: Seattle/Tacoma International",Jul-13,7,July,2013,637,754,530,13,42
SFO,"San Francisco, CA: San Francisco International",Jul-13,7,July,2013,808,1547,3225,3,105
SLC,"Salt Lake City, UT: Salt Lake City International",Jul-13,7,July,2013,500,623,311,1,37
TPA,"Tampa, FL: Tampa International",Jul-13,7,July,2013,461,577,383,3,44
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Aug-13,8,August,2013,1462,2609,2737,4,176
BOS,"Boston, MA: Logan International",Aug-13,8,August,2013,587,902,748,6,37
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Aug-13,8,August,2013,442,785,370,3,39
CLT,"Charlotte, NC: Charlotte Douglas International",Aug-13,8,August,2013,620,881,920,5,54
DCA,"Washington, DC: Ronald Reagan Washington National",Aug-13,8,August,2013,333,380,316,2,30
DEN,"Denver, CO: Denver International",Aug-13,8,August,2013,1113,1714,1380,11,89
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Aug-13,8,August,2013,977,2001,1005,7,105
DTW,"Detroit, MI: Detroit Metro Wayne County",Aug-13,8,August,2013,553,969,605,1,71
EWR,"Newark, NJ: Newark Liberty International",Aug-13,8,August,2013,475,810,1075,3,53
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Aug-13,8,August,2013,427,431,270,3,19
IAD,"Washington, DC: Washington Dulles International",Aug-13,8,August,2013,354,565,273,1,26
IAH,"Houston, TX: George Bush Intercontinental/Houston",Aug-13,8,August,2013,618,942,590,3,54
JFK,"New York, NY: John F. Kennedy International",Aug-13,8,August,2013,495,782,1080,7,44
LAS,"Las Vegas, NV: McCarran International",Aug-13,8,August,2013,651,1209,611,4,68
LAX,"Los Angeles, CA: Los Angeles International",Aug-13,8,August,2013,1119,1824,1360,7,83
LGA,"New York, NY: LaGuardia",Aug-13,8,August,2013,441,550,1041,2,58
MCO,"Orlando, FL: Orlando International",Aug-13,8,August,2013,652,649,515,6,35
MDW,"Chicago, IL: Chicago Midway International",Aug-13,8,August,2013,456,818,570,8,55
MIA,"Miami, FL: Miami International",Aug-13,8,August,2013,311,406,268,1,34
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Aug-13,8,August,2013,514,710,402,5,38
ORD,"Chicago, IL: Chicago O'Hare International",Aug-13,8,August,2013,1019,2383,2073,5,118
PDX,"Portland, OR: Portland International",Aug-13,8,August,2013,270,392,162,3,19
PHL,"Philadelphia, PA: Philadelphia International",Aug-13,8,August,2013,426,411,832,4,53
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Aug-13,8,August,2013,806,1091,637,8,41
SAN,"San Diego, CA: San Diego International",Aug-13,8,August,2013,459,698,304,2,24
SEA,"Seattle, WA: Seattle/Tacoma International",Aug-13,8,August,2013,521,649,461,5,31
SFO,"San Francisco, CA: San Francisco International",Aug-13,8,August,2013,807,1651,2842,4,105
SLC,"Salt Lake City, UT: Salt Lake City International",Aug-13,8,August,2013,409,555,235,2,27
TPA,"Tampa, FL: Tampa International",Aug-13,8,August,2013,367,407,257,1,19
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Sep-13,9,September,2013,921,1442,1477,1,97
BOS,"Boston, MA: Logan International",Sep-13,9,September,2013,438,434,526,4,36
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Sep-13,9,September,2013,370,528,271,1,37
CLT,"Charlotte, NC: Charlotte Douglas International",Sep-13,9,September,2013,434,467,531,9,45
DCA,"Washington, DC: Ronald Reagan Washington National",Sep-13,9,September,2013,252,212,334,3,30
DEN,"Denver, CO: Denver International",Sep-13,9,September,2013,789,1323,1452,5,96
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Sep-13,9,September,2013,655,1328,635,3,86
DTW,"Detroit, MI: Detroit Metro Wayne County",Sep-13,9,September,2013,360,475,356,2,51
EWR,"Newark, NJ: Newark Liberty International",Sep-13,9,September,2013,363,453,747,3,51
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Sep-13,9,September,2013,225,190,128,3,9
IAD,"Washington, DC: Washington Dulles International",Sep-13,9,September,2013,249,338,306,2,32
IAH,"Houston, TX: George Bush Intercontinental/Houston",Sep-13,9,September,2013,457,695,661,2,45
JFK,"New York, NY: John F. Kennedy International",Sep-13,9,September,2013,344,376,731,1,42
LAS,"Las Vegas, NV: McCarran International",Sep-13,9,September,2013,587,1007,572,1,63
LAX,"Los Angeles, CA: Los Angeles International",Sep-13,9,September,2013,777,1285,866,4,58
LGA,"New York, NY: LaGuardia",Sep-13,9,September,2013,320,354,797,2,53
MCO,"Orlando, FL: Orlando International",Sep-13,9,September,2013,367,342,230,2,25
MDW,"Chicago, IL: Chicago Midway International",Sep-13,9,September,2013,384,563,367,6,56
MIA,"Miami, FL: Miami International",Sep-13,9,September,2013,219,264,189,2,35
MSP,"Minneapolis, MN: Minneapolis-St Paul International",Sep-13,9,September,2013,375,421,295,4,29
ORD,"Chicago, IL: Chicago O'Hare International",Sep-13,9,September,2013,741,1362,1280,2,87
PDX,"Portland, OR: Portland International",Sep-13,9,September,2013,209,326,199,1,10
PHL,"Philadelphia, PA: Philadelphia International",Sep-13,9,September,2013,285,209,448,3,37
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",Sep-13,9,September,2013,636,826,425,2,37
SAN,"San Diego, CA: San Diego International",Sep-13,9,September,2013,372,576,202,1,20
SEA,"Seattle, WA: Seattle/Tacoma International",Sep-13,9,September,2013,388,472,407,6,28
SFO,"San Francisco, CA: San Francisco International",Sep-13,9,September,2013,518,1009,1860,4,98
SLC,"Salt Lake City, UT: Salt Lake City International",Sep-13,9,September,2013,309,400,227,1,35
TPA,"Tampa, FL: Tampa International",Sep-13,9,September,2013,248,237,102,2,15
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Oct-13,10,October,2013,946,1389,1290,4,36
BOS,"Boston, MA: Logan International",Oct-13,10,October,2013,386,401,347,1,14
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",Oct-13,10,October,2013,362,569,280,4,18
CLT,"Charlotte, NC: Charlotte Douglas International",Oct-13,10,October,2013,462,662,636,2,22
DCA,"Washington, DC: Ronald Reagan Washington National",Oct-13,10,October,2013,250,218,241,1,8
DEN,"Denver, CO: Denver International",Oct-13,10,October,2013,798,1295,1304,5,56
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Oct-13,10,October,2013,773,1647,1271,2,73
DTW,"Detroit, MI: Detroit Metro Wayne County",Oct-13,10,October,2013,375,500,348,5,22
EWR,"Newark, NJ: Newark Liberty International",Oct-13,10,October,2013,320,571,1140,2,28
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Oct-13,10,October,2013,210,177,139,4,2
IAD,"Washington, DC: Washington Dulles International",Oct-13,10,October,2013,238,440,222,3,11
IAH,"Houston, TX: George Bush Intercontinental/Houston",Oct-13,10,October,2013,546,849,903,1,34
JFK,"New York, NY: John F. Kennedy International",Oct-13,10,October,2013,307,333,664,4,21
LAS,"Las Vegas, NV: McCarran International",Oct-13,10,October,2013,600,925,788,6,52
LAX,"Los Angeles, CA: Los Angeles International",Oct-13,10,October,2013,875,1227,1124,7,62
LGA,"New York, NY: LaGuardia",Oct-13,10,October,2013,342,412,1030,1,41
MCO,"Orlando, FL: Orlando International",Oct-13,10,October,2013,389,360,278,1,9
